,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA CIVIL,2021,60,0,4,"87,0","0,0","13,0","0,0","5,8","1,0"
ENGENHARIA CIVIL,2022,60,0,0,"87,0","0,0","13,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,43,0,1,"97,7","0,0","2,3","0,0","2,3","0,0"
ENGENHARIA ELÉTRICA,2019,43,0,0,"97,7","0,0","2,3","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2020,39,0,4,"88,6","0,0","11,4","0,0","9,1","1,0"
ENGENHARIA ELÉTRICA,2021,38,0,1,"86,4","0,0","13,6","0,0","2,3","1,0"
ENGENHARIA ELÉTRICA,2022,36,0,2,"81,8","0,0","18,2","0,0","4,5","1,0"
ENGENHARIA CIVIL,2018,182,0,5,"97,3","0,0","2,7","0,0","2,7","0,0"
ENGENHARIA CIVIL,2019,164,2,16,"87,7","1,1","11,2","1,1","8,6","0,0"
ENGENHARIA CIVIL,2020,147,1,16,"78,6","1,6","19,8","0,5","8,6","1,0"
ENGENHARIA CIVIL,2021,140,3,4,"74,9","3,2","21,9","1,6","2,1","1,0"
ENGENHARIA CIVIL,2022,103,35,2,"55,1","21,9","23,0","18,7","1,1","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,58,0,5,"92,1","0,0","7,9","0,0","7,9","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,46,0,12,"73,0","0,0","27,0","0,0","19,0","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,37,0,9,"58,7","0,0","41,3","0,0","14,3","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,36,0,1,"57,1","0,0","42,9","0,0","1,6","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,26,8,2,"41,3","12,7","46,0","12,7","3,2","1,0"
ENGENHARIA ELÉTRICA,2018,37,0,1,"97,4","0,0","2,6","0,0","2,6","0,0"
ENGENHARIA ELÉTRICA,2019,33,0,4,"86,8","0,0","13,2","0,0","10,5","0,0"
ENGENHARIA ELÉTRICA,2020,27,1,5,"71,1","2,6","26,3","2,6","13,2","1,0"
ENGENHARIA ELÉTRICA,2021,26,1,0,"68,4","5,3","26,3","2,6","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,19,5,2,"50,0","18,4","31,6","13,2","5,3","1,0"
ENGENHARIA MECÂNICA,2018,137,0,6,"95,8","0,0","4,2","0,0","4,2","0,0"
ENGENHARIA MECÂNICA,2019,124,0,13,"86,7","0,0","13,3","0,0","9,1","0,0"
ENGENHARIA MECÂNICA,2020,108,0,16,"75,5","0,0","24,5","0,0","11,2","1,0"
ENGENHARIA MECÂNICA,2021,101,1,6,"70,6","0,7","28,7","0,7","4,2","1,0"
ENGENHARIA MECÂNICA,2022,89,9,3,"62,2","7,0","30,8","6,3","2,1","1,0"
ENGENHARIA MECATRÔNICA,2018,33,0,3,"91,7","0,0","8,3","0,0","8,3","0,0"
ENGENHARIA MECATRÔNICA,2019,29,0,4,"80,6","0,0","19,4","0,0","11,1","0,0"
ENGENHARIA MECATRÔNICA,2020,24,0,5,"66,7","0,0","33,3","0,0","13,9","1,0"
ENGENHARIA MECATRÔNICA,2021,23,0,1,"63,9","0,0","36,1","0,0","2,8","1,0"
ENGENHARIA MECATRÔNICA,2022,19,2,2,"52,8","5,6","41,7","5,6","5,6","1,0"
ENGENHARIA AMBIENTAL,2018,2,0,5,"28,6","0,0","71,4","0,0","71,4","0,0"
ENGENHARIA AMBIENTAL,2019,1,0,1,"14,3","0,0","85,7","0,0","14,3","0,0"
ENGENHARIA AMBIENTAL,2020,0,1,0,"0,0","14,3","85,7","14,3","0,0","1,0"
ENGENHARIA AMBIENTAL,2021,0,0,0,"0,0","14,3","85,7","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2022,0,0,0,"0,0","14,3","85,7","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,102,1,9,"91,1","0,9","8,0","0,9","8,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,89,1,12,"79,5","1,8","18,8","0,9","10,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,79,2,8,"70,5","3,6","25,9","1,8","7,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,67,9,3,"59,8","11,6","28,6","8,0","2,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,54,13,0,"48,2","23,2","28,6","11,6","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,24,0,1,"96,0","0,0","4,0","0,0","4,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,23,0,1,"92,0","0,0","8,0","0,0","4,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,2,1,"80,0","8,0","12,0","8,0","4,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,18,2,0,"72,0","16,0","12,0","8,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,13,5,0,"52,0","36,0","12,0","20,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,14,0,6,"70,0","0,0","30,0","0,0","30,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,14,0,0,"70,0","0,0","30,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,13,0,1,"65,0","0,0","35,0","0,0","5,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,13,0,0,"65,0","0,0","35,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,10,3,0,"50,0","15,0","35,0","15,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,17,0,4,"81,0","0,0","19,0","0,0","19,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,14,0,3,"66,7","0,0","33,3","0,0","14,3","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,12,1,1,"57,1","4,8","38,1","4,8","4,8","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,11,1,0,"52,4","9,5","38,1","4,8","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,10,0,1,"47,6","9,5","42,9","0,0","4,8","1,0"
ENGENHARIA CIVIL,2018,36,0,26,"58,1","0,0","41,9","0,0","41,9","0,0"
ENGENHARIA CIVIL,2019,24,0,12,"38,7","0,0","61,3","0,0","19,4","0,0"
ENGENHARIA CIVIL,2020,16,3,5,"25,8","4,8","69,4","4,8","8,1","1,0"
ENGENHARIA CIVIL,2021,11,1,4,"17,7","6,5","75,8","1,6","6,5","1,0"
ENGENHARIA CIVIL,2022,9,1,1,"14,5","8,1","77,4","1,6","1,6","1,0"
ENGENHARIA AMBIENTAL,2018,2,0,2,"50,0","0,0","50,0","0,0","50,0","0,0"
ENGENHARIA AMBIENTAL,2019,1,0,1,"25,0","0,0","75,0","0,0","25,0","0,0"
ENGENHARIA AMBIENTAL,2020,0,0,1,"0,0","0,0","100,0","0,0","25,0","1,0"
ENGENHARIA AMBIENTAL,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,24,0,6,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,23,0,1,"76,7","0,0","23,3","0,0","3,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,0,3,"66,7","0,0","33,3","0,0","10,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,19,0,1,"63,3","0,0","36,7","0,0","3,3","1,0"
ENGENHARIA DE PRODUÇÃO,2022,13,6,0,"43,3","20,0","36,7","20,0","0,0","1,0"
ENGENHARIA CIVIL,2018,73,0,1,"98,6","0,0","1,4","0,0","1,4","0,0"
ENGENHARIA CIVIL,2019,65,1,7,"87,8","1,4","10,8","1,4","9,5","0,0"
ENGENHARIA CIVIL,2020,61,2,2,"82,4","4,1","13,5","2,7","2,7","1,0"
ENGENHARIA CIVIL,2021,54,1,6,"73,0","5,4","21,6","1,4","8,1","1,0"
ENGENHARIA CIVIL,2022,40,7,7,"54,1","14,9","31,1","9,5","9,5","1,0"
ENGENHARIA MECÂNICA,2018,72,0,4,"94,7","0,0","5,3","0,0","5,3","0,0"
ENGENHARIA MECÂNICA,2019,62,1,9,"81,6","1,3","17,1","1,3","11,8","0,0"
ENGENHARIA MECÂNICA,2020,48,1,13,"63,2","2,6","34,2","1,3","17,1","1,0"
ENGENHARIA MECÂNICA,2021,37,1,10,"48,7","3,9","47,4","1,3","13,2","1,0"
ENGENHARIA MECÂNICA,2022,25,6,6,"32,9","11,8","55,3","7,9","7,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,64,0,6,"91,4","0,0","8,6","0,0","8,6","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,49,0,15,"70,0","0,0","30,0","0,0","21,4","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,42,0,7,"60,0","0,0","40,0","0,0","10,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,29,3,10,"41,4","4,3","54,3","4,3","14,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,18,7,4,"25,7","14,3","60,0","10,0","5,7","1,0"
ENGENHARIA DE AUTOMAÇÃO,2018,43,0,1,"97,7","0,0","2,3","0,0","2,3","0,0"
ENGENHARIA DE AUTOMAÇÃO,2019,36,0,7,"81,8","0,0","18,2","0,0","15,9","0,0"
ENGENHARIA DE AUTOMAÇÃO,2020,33,0,3,"75,0","0,0","25,0","0,0","6,8","1,0"
ENGENHARIA DE AUTOMAÇÃO,2021,27,0,6,"61,4","0,0","38,6","0,0","13,6","1,0"
ENGENHARIA DE AUTOMAÇÃO,2022,16,10,1,"36,4","22,7","40,9","22,7","2,3","1,0"
ENGENHARIA MECÂNICA,2018,34,0,5,"87,2","0,0","12,8","0,0","12,8","0,0"
ENGENHARIA MECÂNICA,2019,26,0,8,"66,7","0,0","33,3","0,0","20,5","0,0"
ENGENHARIA MECÂNICA,2020,24,0,2,"61,5","0,0","38,5","0,0","5,1","1,0"
ENGENHARIA MECÂNICA,2021,24,0,0,"61,5","0,0","38,5","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,17,0,7,"43,6","0,0","56,4","0,0","17,9","1,0"
ENGENHARIA AMBIENTAL,2018,16,0,1,"94,1","0,0","5,9","0,0","5,9","0,0"
ENGENHARIA AMBIENTAL,2019,12,0,4,"70,6","0,0","29,4","0,0","23,5","0,0"
ENGENHARIA AMBIENTAL,2020,12,0,0,"70,6","0,0","29,4","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2021,11,0,1,"64,7","0,0","35,3","0,0","5,9","1,0"
ENGENHARIA AMBIENTAL,2022,8,0,3,"47,1","0,0","52,9","0,0","17,6","1,0"
ENGENHARIA DE PRODUÇÃO,2018,28,1,2,"90,3","3,2","6,5","3,2","6,5","0,0"
ENGENHARIA DE PRODUÇÃO,2019,23,1,4,"74,2","6,5","19,4","3,2","12,9","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,0,3,"64,5","6,5","29,0","0,0","9,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,19,1,0,"61,3","9,7","29,0","3,2","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,13,0,6,"41,9","9,7","48,4","0,0","19,4","1,0"
ENGENHARIA DE PRODUÇÃO,2018,20,0,2,"90,9","0,0","9,1","0,0","9,1","0,0"
ENGENHARIA DE PRODUÇÃO,2019,14,0,6,"63,6","0,0","36,4","0,0","27,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,11,1,2,"50,0","4,5","45,5","4,5","9,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,9,2,0,"40,9","13,6","45,5","9,1","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,2,2,"22,7","22,7","54,5","9,1","9,1","1,0"
ENGENHARIA ELÉTRICA,2018,23,0,4,"85,2","0,0","14,8","0,0","14,8","0,0"
ENGENHARIA ELÉTRICA,2019,20,0,3,"74,1","0,0","25,9","0,0","11,1","0,0"
ENGENHARIA ELÉTRICA,2020,17,1,2,"63,0","3,7","33,3","3,7","7,4","1,0"
ENGENHARIA ELÉTRICA,2021,16,1,0,"59,3","7,4","33,3","3,7","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,10,1,5,"37,0","11,1","51,9","3,7","18,5","1,0"
ENGENHARIA MECÂNICA,2018,25,0,4,"86,2","0,0","13,8","0,0","13,8","0,0"
ENGENHARIA MECÂNICA,2019,20,1,4,"69,0","3,4","27,6","3,4","13,8","0,0"
ENGENHARIA MECÂNICA,2020,20,0,0,"69,0","3,4","27,6","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2021,19,0,1,"65,5","3,4","31,0","0,0","3,4","1,0"
ENGENHARIA MECÂNICA,2022,14,0,5,"48,3","3,4","48,3","0,0","17,2","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,25,0,3,"89,3","0,0","10,7","0,0","10,7","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,18,0,7,"64,3","0,0","35,7","0,0","25,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,16,0,2,"57,1","0,0","42,9","0,0","7,1","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,16,0,0,"57,1","0,0","42,9","0,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,8,0,8,"28,6","0,0","71,4","0,0","28,6","1,0"
ENGENHARIA CIVIL,2018,49,1,5,"89,1","1,8","9,1","1,8","9,1","0,0"
ENGENHARIA CIVIL,2019,40,0,9,"72,7","1,8","25,5","0,0","16,4","0,0"
ENGENHARIA CIVIL,2020,35,0,5,"63,6","1,8","34,5","0,0","9,1","1,0"
ENGENHARIA CIVIL,2021,33,0,2,"60,0","1,8","38,2","0,0","3,6","1,0"
ENGENHARIA CIVIL,2022,21,2,10,"38,2","5,5","56,4","3,6","18,2","1,0"
ENGENHARIA ELÉTRICA,2018,23,0,2,"92,0","0,0","8,0","0,0","8,0","0,0"
ENGENHARIA ELÉTRICA,2019,21,0,2,"84,0","0,0","16,0","0,0","8,0","0,0"
ENGENHARIA ELÉTRICA,2020,20,0,1,"80,0","0,0","20,0","0,0","4,0","1,0"
ENGENHARIA ELÉTRICA,2021,19,0,1,"76,0","0,0","24,0","0,0","4,0","1,0"
ENGENHARIA ELÉTRICA,2022,7,1,11,"28,0","4,0","68,0","4,0","44,0","1,0"
ENGENHARIA CIVIL,2018,27,1,1,"93,1","3,4","3,4","3,4","3,4","0,0"
ENGENHARIA CIVIL,2019,18,1,8,"62,1","6,9","31,0","3,4","27,6","0,0"
ENGENHARIA CIVIL,2020,17,0,1,"58,6","6,9","34,5","0,0","3,4","1,0"
ENGENHARIA CIVIL,2021,17,0,0,"58,6","6,9","34,5","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,8,2,7,"27,6","13,8","58,6","6,9","24,1","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,22,0,5,"81,5","0,0","18,5","0,0","18,5","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,14,0,8,"51,9","0,0","48,1","0,0","29,6","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,11,0,3,"40,7","0,0","59,3","0,0","11,1","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,10,0,1,"37,0","0,0","63,0","0,0","3,7","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,5,1,4,"18,5","3,7","77,8","3,7","14,8","1,0"
ENGENHARIA ELÉTRICA,2018,54,0,5,"91,5","0,0","8,5","0,0","8,5","0,0"
ENGENHARIA ELÉTRICA,2019,39,0,15,"66,1","0,0","33,9","0,0","25,4","0,0"
ENGENHARIA ELÉTRICA,2020,23,0,16,"39,0","0,0","61,0","0,0","27,1","1,0"
ENGENHARIA ELÉTRICA,2021,14,0,9,"23,7","0,0","76,3","0,0","15,3","1,0"
ENGENHARIA ELÉTRICA,2022,11,0,3,"18,6","0,0","81,4","0,0","5,1","1,0"
ENGENHARIA MECÂNICA,2018,106,0,5,"95,5","0,0","4,5","0,0","4,5","0,0"
ENGENHARIA MECÂNICA,2019,73,0,33,"65,8","0,0","34,2","0,0","29,7","0,0"
ENGENHARIA MECÂNICA,2020,40,0,33,"36,0","0,0","64,0","0,0","29,7","1,0"
ENGENHARIA MECÂNICA,2021,30,1,9,"27,0","0,9","72,1","0,9","8,1","1,0"
ENGENHARIA MECÂNICA,2022,22,0,8,"19,8","0,9","79,3","0,0","7,2","1,0"
ENGENHARIA DE PRODUÇÃO,2018,81,0,4,"95,3","0,0","4,7","0,0","4,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,59,3,19,"69,4","3,5","27,1","3,5","22,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,42,0,17,"49,4","3,5","47,1","0,0","20,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,29,2,11,"34,1","5,9","60,0","2,4","12,9","1,0"
ENGENHARIA DE PRODUÇÃO,2022,22,2,5,"25,9","8,2","65,9","2,4","5,9","1,0"
ENGENHARIA CIVIL,2018,118,0,4,"96,7","0,0","3,3","0,0","3,3","0,0"
ENGENHARIA CIVIL,2019,85,0,33,"69,7","0,0","30,3","0,0","27,0","0,0"
ENGENHARIA CIVIL,2020,58,0,27,"47,5","0,0","52,5","0,0","22,1","1,0"
ENGENHARIA CIVIL,2021,44,0,14,"36,1","0,0","63,9","0,0","11,5","1,0"
ENGENHARIA CIVIL,2022,37,3,4,"30,3","2,5","67,2","2,5","3,3","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,57,0,7,"89,1","0,0","10,9","0,0","10,9","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,38,0,19,"59,4","0,0","40,6","0,0","29,7","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,24,0,14,"37,5","0,0","62,5","0,0","21,9","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,21,0,3,"32,8","0,0","67,2","0,0","4,7","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,20,0,1,"31,3","0,0","68,8","0,0","1,6","1,0"
ENGENHARIA AMBIENTAL,2018,31,0,1,"96,9","0,0","3,1","0,0","3,1","0,0"
ENGENHARIA AMBIENTAL,2019,17,0,14,"53,1","0,0","46,9","0,0","43,8","0,0"
ENGENHARIA AMBIENTAL,2020,8,0,9,"25,0","0,0","75,0","0,0","28,1","1,0"
ENGENHARIA AMBIENTAL,2021,6,0,2,"18,8","0,0","81,3","0,0","6,3","1,0"
ENGENHARIA AMBIENTAL,2022,6,0,0,"18,8","0,0","81,3","0,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,46,0,4,"92,0","0,0","8,0","0,0","8,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,32,0,14,"64,0","0,0","36,0","0,0","28,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,21,0,11,"42,0","0,0","58,0","0,0","22,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,18,0,3,"36,0","0,0","64,0","0,0","6,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,16,1,1,"32,0","2,0","66,0","2,0","2,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,43,0,3,"93,5","0,0","6,5","0,0","6,5","0,0"
ENGENHARIA DE PRODUÇÃO,2019,35,0,8,"76,1","0,0","23,9","0,0","17,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,23,0,12,"50,0","0,0","50,0","0,0","26,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,22,1,0,"47,8","2,2","50,0","2,2","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,18,2,2,"39,1","6,5","54,3","4,3","4,3","1,0"
ENGENHARIA CIVIL,2018,55,0,2,"96,5","0,0","3,5","0,0","3,5","0,0"
ENGENHARIA CIVIL,2019,45,0,10,"78,9","0,0","21,1","0,0","17,5","0,0"
ENGENHARIA CIVIL,2020,32,0,13,"56,1","0,0","43,9","0,0","22,8","1,0"
ENGENHARIA CIVIL,2021,26,0,6,"45,6","0,0","54,4","0,0","10,5","1,0"
ENGENHARIA CIVIL,2022,21,2,3,"36,8","3,5","59,6","3,5","5,3","1,0"
ENGENHARIA ELÉTRICA,2018,17,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,15,1,1,"88,2","5,9","5,9","5,9","5,9","0,0"
ENGENHARIA ELÉTRICA,2020,14,1,0,"82,4","11,8","5,9","5,9","0,0","1,0"
ENGENHARIA ELÉTRICA,2021,14,0,0,"82,4","11,8","5,9","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,10,4,0,"58,8","35,3","5,9","23,5","0,0","1,0"
ENGENHARIA MECÂNICA,2018,50,0,5,"90,9","0,0","9,1","0,0","9,1","0,0"
ENGENHARIA MECÂNICA,2019,46,3,1,"83,6","5,5","10,9","5,5","1,8","0,0"
ENGENHARIA MECÂNICA,2020,42,1,3,"76,4","7,3","16,4","1,8","5,5","1,0"
ENGENHARIA MECÂNICA,2021,33,1,8,"60,0","9,1","30,9","1,8","14,5","1,0"
ENGENHARIA MECÂNICA,2022,27,5,1,"49,1","18,2","32,7","9,1","1,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,36,1,1,"94,7","2,6","2,6","2,6","2,6","0,0"
ENGENHARIA DE PRODUÇÃO,2019,34,1,1,"89,5","5,3","5,3","2,6","2,6","0,0"
ENGENHARIA DE PRODUÇÃO,2020,24,9,1,"63,2","28,9","7,9","23,7","2,6","1,0"
ENGENHARIA DE PRODUÇÃO,2021,23,1,0,"60,5","31,6","7,9","2,6","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,21,2,0,"55,3","36,8","7,9","5,3","0,0","1,0"
ENGENHARIA CIVIL,2018,24,0,1,"96,0","0,0","4,0","0,0","4,0","0,0"
ENGENHARIA CIVIL,2019,22,0,2,"88,0","0,0","12,0","0,0","8,0","0,0"
ENGENHARIA CIVIL,2020,18,4,0,"72,0","16,0","12,0","16,0","0,0","1,0"
ENGENHARIA CIVIL,2021,11,2,5,"44,0","24,0","32,0","8,0","20,0","1,0"
ENGENHARIA CIVIL,2022,8,3,0,"32,0","36,0","32,0","12,0","0,0","1,0"
ENGENHARIA MECATRÔNICA,2018,12,0,2,"85,7","0,0","14,3","0,0","14,3","0,0"
ENGENHARIA MECATRÔNICA,2019,11,0,1,"78,6","0,0","21,4","0,0","7,1","0,0"
ENGENHARIA MECATRÔNICA,2020,11,0,0,"78,6","0,0","21,4","0,0","0,0","1,0"
ENGENHARIA MECATRÔNICA,2021,10,0,1,"71,4","0,0","28,6","0,0","7,1","1,0"
ENGENHARIA MECATRÔNICA,2022,10,0,0,"71,4","0,0","28,6","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,38,2,0,"95,0","5,0","0,0","5,0","0,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,37,0,1,"92,5","5,0","2,5","0,0","2,5","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,37,0,0,"92,5","5,0","2,5","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,31,0,6,"77,5","5,0","17,5","0,0","15,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,29,2,0,"72,5","10,0","17,5","5,0","0,0","1,0"
ENGENHARIA CIVIL,2018,85,0,4,"95,5","0,0","4,5","0,0","4,5","0,0"
ENGENHARIA CIVIL,2019,80,0,5,"89,9","0,0","10,1","0,0","5,6","0,0"
ENGENHARIA CIVIL,2020,78,0,2,"87,6","0,0","12,4","0,0","2,2","1,0"
ENGENHARIA CIVIL,2021,74,2,2,"83,1","2,2","14,6","2,2","2,2","1,0"
ENGENHARIA CIVIL,2022,69,3,2,"77,5","5,6","16,9","3,4","2,2","1,0"
ENGENHARIA ELÉTRICA,2018,62,2,1,"95,4","3,1","1,5","3,1","1,5","0,0"
ENGENHARIA ELÉTRICA,2019,62,0,0,"95,4","3,1","1,5","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2020,59,1,2,"90,8","4,6","4,6","1,5","3,1","1,0"
ENGENHARIA ELÉTRICA,2021,49,6,4,"75,4","13,8","10,8","9,2","6,2","1,0"
ENGENHARIA ELÉTRICA,2022,47,1,1,"72,3","15,4","12,3","1,5","1,5","1,0"
ENGENHARIA MECÂNICA,2018,90,0,1,"98,9","0,0","1,1","0,0","1,1","0,0"
ENGENHARIA MECÂNICA,2019,83,0,7,"91,2","0,0","8,8","0,0","7,7","0,0"
ENGENHARIA MECÂNICA,2020,75,0,8,"82,4","0,0","17,6","0,0","8,8","1,0"
ENGENHARIA MECÂNICA,2021,65,4,6,"71,4","4,4","24,2","4,4","6,6","1,0"
ENGENHARIA MECÂNICA,2022,62,1,2,"68,1","5,5","26,4","1,1","2,2","1,0"
ENGENHARIA MECATRÔNICA,2018,47,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECATRÔNICA,2019,44,0,3,"93,6","0,0","6,4","0,0","6,4","0,0"
ENGENHARIA MECATRÔNICA,2020,40,0,4,"85,1","0,0","14,9","0,0","8,5","1,0"
ENGENHARIA MECATRÔNICA,2021,36,0,4,"76,6","0,0","23,4","0,0","8,5","1,0"
ENGENHARIA MECATRÔNICA,2022,34,1,1,"72,3","2,1","25,5","2,1","2,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,68,0,3,"95,8","0,0","4,2","0,0","4,2","0,0"
ENGENHARIA DE PRODUÇÃO,2019,61,0,7,"85,9","0,0","14,1","0,0","9,9","0,0"
ENGENHARIA DE PRODUÇÃO,2020,57,0,4,"80,3","0,0","19,7","0,0","5,6","1,0"
ENGENHARIA DE PRODUÇÃO,2021,53,1,3,"74,6","1,4","23,9","1,4","4,2","1,0"
ENGENHARIA DE PRODUÇÃO,2022,52,0,1,"73,2","1,4","25,4","0,0","1,4","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,35,0,3,"92,1","0,0","7,9","0,0","7,9","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,34,0,1,"89,5","0,0","10,5","0,0","2,6","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,33,0,1,"86,8","0,0","13,2","0,0","2,6","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,29,4,0,"76,3","10,5","13,2","10,5","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,28,1,0,"73,7","13,2","13,2","2,6","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,33,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,32,0,1,"97,0","0,0","3,0","0,0","3,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,32,0,0,"97,0","0,0","3,0","0,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,31,0,1,"93,9","0,0","6,1","0,0","3,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,31,0,0,"93,9","0,0","6,1","0,0","0,0","1,0"
ENGENHARIA FLORESTAL,2018,35,0,6,"85,4","0,0","14,6","0,0","14,6","0,0"
ENGENHARIA FLORESTAL,2019,33,0,2,"80,5","0,0","19,5","0,0","4,9","0,0"
