,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA DE PRODUÇÃO,2019,45,0,52,"30,4","0,0","69,6","0,0","35,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,38,0,7,"25,7","0,0","74,3","0,0","4,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,30,3,5,"20,3","2,0","77,7","2,0","3,4","1,0"
ENGENHARIA DE PRODUÇÃO,2022,21,7,2,"14,2","6,8","79,1","4,7","1,4","1,0"
ENGENHARIA CIVIL,2018,22,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,20,0,2,"90,9","0,0","9,1","0,0","9,1","0,0"
ENGENHARIA CIVIL,2020,0,0,20,"0,0","0,0","100,0","0,0","90,9","1,0"
ENGENHARIA CIVIL,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,220,0,69,"76,1","0,0","23,9","0,0","23,9","0,0"
ENGENHARIA ELÉTRICA,2019,110,0,110,"38,1","0,0","61,9","0,0","38,1","0,0"
ENGENHARIA ELÉTRICA,2020,87,0,23,"30,1","0,0","69,9","0,0","8,0","1,0"
ENGENHARIA ELÉTRICA,2021,68,7,12,"23,5","2,4","74,0","2,4","4,2","1,0"
ENGENHARIA ELÉTRICA,2022,34,24,10,"11,8","10,7","77,5","8,3","3,5","1,0"
ENGENHARIA MECÂNICA,2018,147,0,62,"70,3","0,0","29,7","0,0","29,7","0,0"
ENGENHARIA MECÂNICA,2019,73,0,74,"34,9","0,0","65,1","0,0","35,4","0,0"
ENGENHARIA MECÂNICA,2020,48,2,23,"23,0","1,0","76,1","1,0","11,0","1,0"
ENGENHARIA MECÂNICA,2021,32,7,9,"15,3","4,3","80,4","3,3","4,3","1,0"
ENGENHARIA MECÂNICA,2022,18,10,4,"8,6","9,1","82,3","4,8","1,9","1,0"
ENGENHARIA CIVIL,2018,110,0,18,"85,9","0,0","14,1","0,0","14,1","0,0"
ENGENHARIA CIVIL,2019,89,0,21,"69,5","0,0","30,5","0,0","16,4","0,0"
ENGENHARIA CIVIL,2020,87,0,1,"68,5","0,0","31,5","0,0","0,8","1,0"
ENGENHARIA CIVIL,2021,75,2,10,"59,1","1,6","39,4","1,6","7,9","1,0"
ENGENHARIA CIVIL,2022,52,22,1,"40,9","18,9","40,2","17,3","0,8","1,0"
ENGENHARIA ELÉTRICA,2018,32,0,9,"78,0","0,0","22,0","0,0","22,0","0,0"
ENGENHARIA ELÉTRICA,2019,31,0,1,"75,6","0,0","24,4","0,0","2,4","0,0"
ENGENHARIA ELÉTRICA,2020,26,0,5,"63,4","0,0","36,6","0,0","12,2","1,0"
ENGENHARIA ELÉTRICA,2021,23,0,3,"56,1","0,0","43,9","0,0","7,3","1,0"
ENGENHARIA ELÉTRICA,2022,15,5,3,"36,6","12,2","51,2","12,2","7,3","1,0"
ENGENHARIA MECÂNICA,2018,46,0,17,"73,0","0,0","27,0","0,0","27,0","0,0"
ENGENHARIA MECÂNICA,2019,39,0,7,"61,9","0,0","38,1","0,0","11,1","0,0"
ENGENHARIA MECÂNICA,2020,33,0,6,"52,4","0,0","47,6","0,0","9,5","1,0"
ENGENHARIA MECÂNICA,2021,28,0,5,"44,4","0,0","55,6","0,0","7,9","1,0"
ENGENHARIA MECÂNICA,2022,23,4,1,"36,5","6,3","57,1","6,3","1,6","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,21,0,5,"80,8","0,0","19,2","0,0","19,2","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,19,0,2,"73,1","0,0","26,9","0,0","7,7","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,16,0,3,"61,5","0,0","38,5","0,0","11,5","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,13,2,1,"50,0","7,7","42,3","7,7","3,8","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,7,5,1,"26,9","26,9","46,2","19,2","3,8","1,0"
ENGENHARIA MECATRÔNICA,2018,28,0,7,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA MECATRÔNICA,2019,20,0,8,"57,1","0,0","42,9","0,0","22,9","0,0"
ENGENHARIA MECATRÔNICA,2020,17,0,3,"48,6","0,0","51,4","0,0","8,6","1,0"
ENGENHARIA MECATRÔNICA,2021,15,0,2,"42,9","0,0","57,1","0,0","5,7","1,0"
ENGENHARIA MECATRÔNICA,2022,9,4,2,"25,7","11,4","62,9","11,4","5,7","1,0"
ENGENHARIA CIVIL,2018,2,0,2,"50,0","0,0","50,0","0,0","50,0","0,0"
ENGENHARIA CIVIL,2019,2,0,0,"50,0","0,0","50,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,2,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,0,2,0,"0,0","50,0","50,0","50,0","0,0","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","50,0","50,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,0,0,6,"0,0","0,0","100,0","0,0","100,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,0,0,0,"0,0","0,0","100,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,20,0,10,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA CIVIL,2019,19,0,1,"63,3","0,0","36,7","0,0","3,3","0,0"
ENGENHARIA CIVIL,2020,13,0,6,"43,3","0,0","56,7","0,0","20,0","1,0"
ENGENHARIA CIVIL,2021,11,0,2,"36,7","0,0","63,3","0,0","6,7","1,0"
ENGENHARIA CIVIL,2022,6,5,0,"20,0","16,7","63,3","16,7","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,3,0,1,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA ELÉTRICA,2019,0,1,2,"0,0","25,0","75,0","25,0","50,0","0,0"
ENGENHARIA ELÉTRICA,2020,0,0,0,"0,0","25,0","75,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2021,0,0,0,"0,0","25,0","75,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,0,0,0,"0,0","25,0","75,0","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2018,57,0,27,"67,9","0,0","32,1","0,0","32,1","0,0"
ENGENHARIA MECÂNICA,2019,48,0,9,"57,1","0,0","42,9","0,0","10,7","0,0"
ENGENHARIA MECÂNICA,2020,36,0,12,"42,9","0,0","57,1","0,0","14,3","1,0"
ENGENHARIA MECÂNICA,2021,36,0,0,"42,9","0,0","57,1","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,24,12,0,"28,6","14,3","57,1","14,3","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,30,0,4,"88,2","0,0","11,8","0,0","11,8","0,0"
ENGENHARIA ELÉTRICA,2019,28,0,2,"82,4","0,0","17,6","0,0","5,9","0,0"
ENGENHARIA ELÉTRICA,2020,23,1,4,"67,6","2,9","29,4","2,9","11,8","1,0"
ENGENHARIA ELÉTRICA,2021,22,0,1,"64,7","2,9","32,4","0,0","2,9","1,0"
ENGENHARIA ELÉTRICA,2022,13,9,0,"38,2","29,4","32,4","26,5","0,0","1,0"
ENGENHARIA CIVIL,2018,75,0,52,"59,1","0,0","40,9","0,0","40,9","0,0"
ENGENHARIA CIVIL,2019,49,0,26,"38,6","0,0","61,4","0,0","20,5","0,0"
ENGENHARIA CIVIL,2020,36,1,12,"28,3","0,8","70,9","0,8","9,4","1,0"
ENGENHARIA CIVIL,2021,24,4,8,"18,9","3,9","77,2","3,1","6,3","1,0"
ENGENHARIA CIVIL,2022,17,2,5,"13,4","5,5","81,1","1,6","3,9","1,0"
ENGENHARIA DE PRODUÇÃO,2018,24,0,12,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,16,1,7,"44,4","2,8","52,8","2,8","19,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,13,0,3,"36,1","2,8","61,1","0,0","8,3","1,0"
ENGENHARIA DE PRODUÇÃO,2021,8,1,4,"22,2","5,6","72,2","2,8","11,1","1,0"
ENGENHARIA DE PRODUÇÃO,2022,3,2,3,"8,3","11,1","80,6","5,6","8,3","1,0"
ENGENHARIA ELÉTRICA,2018,33,0,18,"64,7","0,0","35,3","0,0","35,3","0,0"
ENGENHARIA ELÉTRICA,2019,20,0,13,"39,2","0,0","60,8","0,0","25,5","0,0"
ENGENHARIA ELÉTRICA,2020,15,2,3,"29,4","3,9","66,7","3,9","5,9","1,0"
ENGENHARIA ELÉTRICA,2021,10,1,4,"19,6","5,9","74,5","2,0","7,8","1,0"
ENGENHARIA ELÉTRICA,2022,4,2,4,"7,8","9,8","82,4","3,9","7,8","1,0"
ENGENHARIA MECÂNICA,2018,42,0,10,"80,8","0,0","19,2","0,0","19,2","0,0"
ENGENHARIA MECÂNICA,2019,27,0,15,"51,9","0,0","48,1","0,0","28,8","0,0"
ENGENHARIA MECÂNICA,2020,22,1,4,"42,3","1,9","55,8","1,9","7,7","1,0"
ENGENHARIA MECÂNICA,2021,15,1,6,"28,8","3,8","67,3","1,9","11,5","1,0"
ENGENHARIA MECÂNICA,2022,12,1,2,"23,1","5,8","71,2","1,9","3,8","1,0"
ENGENHARIA CIVIL,2018,22,0,8,"73,3","0,0","26,7","0,0","26,7","0,0"
ENGENHARIA CIVIL,2019,22,0,0,"73,3","0,0","26,7","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,22,0,0,"73,3","0,0","26,7","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,18,1,3,"60,0","3,3","36,7","3,3","10,0","1,0"
ENGENHARIA CIVIL,2022,10,7,1,"33,3","26,7","40,0","23,3","3,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,14,0,7,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,8,0,6,"38,1","0,0","61,9","0,0","28,6","0,0"
ENGENHARIA DE PRODUÇÃO,2020,7,0,1,"33,3","0,0","66,7","0,0","4,8","1,0"
ENGENHARIA DE PRODUÇÃO,2021,3,1,3,"14,3","4,8","81,0","4,8","14,3","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,3,0,"0,0","19,0","81,0","14,3","0,0","1,0"
ENGENHARIA CIVIL,2018,62,1,34,"63,9","1,0","35,1","1,0","35,1","0,0"
ENGENHARIA CIVIL,2019,48,2,12,"49,5","3,1","47,4","2,1","12,4","0,0"
ENGENHARIA CIVIL,2020,40,1,7,"41,2","4,1","54,6","1,0","7,2","1,0"
ENGENHARIA CIVIL,2021,26,2,12,"26,8","6,2","67,0","2,1","12,4","1,0"
ENGENHARIA CIVIL,2022,16,7,3,"16,5","13,4","70,1","7,2","3,1","1,0"
ENGENHARIA ELÉTRICA,2018,17,0,6,"73,9","0,0","26,1","0,0","26,1","0,0"
ENGENHARIA ELÉTRICA,2019,16,0,1,"69,6","0,0","30,4","0,0","4,3","0,0"
ENGENHARIA ELÉTRICA,2020,11,0,5,"47,8","0,0","52,2","0,0","21,7","1,0"
ENGENHARIA ELÉTRICA,2021,6,0,5,"26,1","0,0","73,9","0,0","21,7","1,0"
ENGENHARIA ELÉTRICA,2022,5,0,1,"21,7","0,0","78,3","0,0","4,3","1,0"
ENGENHARIA MECÂNICA,2018,15,0,4,"78,9","0,0","21,1","0,0","21,1","0,0"
ENGENHARIA MECÂNICA,2019,9,0,6,"47,4","0,0","52,6","0,0","31,6","0,0"
ENGENHARIA MECÂNICA,2020,8,0,1,"42,1","0,0","57,9","0,0","5,3","1,0"
ENGENHARIA MECÂNICA,2021,8,0,0,"42,1","0,0","57,9","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,6,0,2,"31,6","0,0","68,4","0,0","10,5","1,0"
ENGENHARIA CIVIL,2018,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,8,0,8,"50,0","0,0","50,0","0,0","50,0","1,0"
ENGENHARIA CIVIL,2021,7,1,0,"43,8","6,3","50,0","6,3","0,0","1,0"
ENGENHARIA CIVIL,2022,2,3,2,"12,5","25,0","62,5","18,8","12,5","1,0"
ENGENHARIA DE PRODUÇÃO,2018,26,0,1,"96,3","0,0","3,7","0,0","3,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,18,0,8,"66,7","0,0","33,3","0,0","29,6","0,0"
ENGENHARIA DE PRODUÇÃO,2020,15,0,3,"55,6","0,0","44,4","0,0","11,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,15,0,0,"55,6","0,0","44,4","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,12,1,2,"44,4","3,7","51,9","3,7","7,4","1,0"
ENGENHARIA DE PRODUÇÃO,2018,12,0,6,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,10,0,2,"55,6","0,0","44,4","0,0","11,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,9,0,1,"50,0","0,0","50,0","0,0","5,6","1,0"
ENGENHARIA DE PRODUÇÃO,2021,7,1,1,"38,9","5,6","55,6","5,6","5,6","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,1,1,"27,8","11,1","61,1","5,6","5,6","1,0"
ENGENHARIA CIVIL,2018,62,0,19,"76,5","0,0","23,5","0,0","23,5","0,0"
ENGENHARIA CIVIL,2019,47,0,15,"58,0","0,0","42,0","0,0","18,5","0,0"
ENGENHARIA CIVIL,2020,38,0,9,"46,9","0,0","53,1","0,0","11,1","1,0"
ENGENHARIA CIVIL,2021,31,3,4,"38,3","3,7","58,0","3,7","4,9","1,0"
ENGENHARIA CIVIL,2022,17,8,6,"21,0","13,6","65,4","9,9","7,4","1,0"
ENGENHARIA ELÉTRICA,2018,52,0,13,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA ELÉTRICA,2019,34,0,18,"52,3","0,0","47,7","0,0","27,7","0,0"
ENGENHARIA ELÉTRICA,2020,24,1,9,"36,9","1,5","61,5","1,5","13,8","1,0"
ENGENHARIA ELÉTRICA,2021,16,1,7,"24,6","3,1","72,3","1,5","10,8","1,0"
ENGENHARIA ELÉTRICA,2022,4,5,7,"6,2","10,8","83,1","7,7","10,8","1,0"
ENGENHARIA MECÂNICA,2018,44,0,10,"81,5","0,0","18,5","0,0","18,5","0,0"
ENGENHARIA MECÂNICA,2019,27,0,17,"50,0","0,0","50,0","0,0","31,5","0,0"
ENGENHARIA MECÂNICA,2020,19,2,6,"35,2","3,7","61,1","3,7","11,1","1,0"
ENGENHARIA MECÂNICA,2021,13,0,6,"24,1","3,7","72,2","0,0","11,1","1,0"
ENGENHARIA MECÂNICA,2022,9,0,4,"16,7","3,7","79,6","0,0","7,4","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,0,0,10,"0,0","0,0","100,0","0,0","100,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,0,0,0,"0,0","0,0","100,0","0,0","0,0","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,10,0,11,"47,6","0,0","52,4","0,0","52,4","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,3,0,7,"14,3","0,0","85,7","0,0","33,3","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,0,0,3,"0,0","0,0","100,0","0,0","14,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,63,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,61,0,2,"96,8","0,0","3,2","0,0","3,2","0,0"
ENGENHARIA CIVIL,2020,56,0,5,"88,9","0,0","11,1","0,0","7,9","1,0"
ENGENHARIA CIVIL,2021,46,0,10,"73,0","0,0","27,0","0,0","15,9","1,0"
ENGENHARIA CIVIL,2022,26,17,3,"41,3","27,0","31,7","27,0","4,8","1,0"
ENGENHARIA AMBIENTAL,2018,19,2,20,"46,3","4,9","48,8","4,9","48,8","0,0"
ENGENHARIA AMBIENTAL,2019,10,0,9,"24,4","4,9","70,7","0,0","22,0","0,0"
ENGENHARIA AMBIENTAL,2020,3,0,7,"7,3","4,9","87,8","0,0","17,1","1,0"
ENGENHARIA AMBIENTAL,2021,3,0,0,"7,3","4,9","87,8","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2022,3,0,0,"7,3","4,9","87,8","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,74,1,15,"82,2","1,1","16,7","1,1","16,7","0,0"
ENGENHARIA CIVIL,2019,46,1,27,"51,1","2,2","46,7","1,1","30,0","0,0"
ENGENHARIA CIVIL,2020,31,1,14,"34,4","3,3","62,2","1,1","15,6","1,0"
ENGENHARIA CIVIL,2021,23,5,3,"25,6","8,9","65,6","5,6","3,3","1,0"
ENGENHARIA CIVIL,2022,7,10,6,"7,8","20,0","72,2","11,1","6,7","1,0"
ENGENHARIA DE PRODUÇÃO,2018,18,0,14,"56,3","0,0","43,8","0,0","43,8","0,0"
ENGENHARIA DE PRODUÇÃO,2019,6,0,12,"18,8","0,0","81,3","0,0","37,5","0,0"
ENGENHARIA DE PRODUÇÃO,2020,1,0,5,"3,1","0,0","96,9","0,0","15,6","1,0"
ENGENHARIA DE PRODUÇÃO,2021,1,0,0,"3,1","0,0","96,9","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,1,0,"0,0","3,1","96,9","3,1","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,28,0,22,"56,0","0,0","44,0","0,0","44,0","0,0"
ENGENHARIA ELÉTRICA,2019,20,0,8,"40,0","0,0","60,0","0,0","16,0","0,0"
ENGENHARIA ELÉTRICA,2020,13,0,7,"26,0","0,0","74,0","0,0","14,0","1,0"
ENGENHARIA ELÉTRICA,2021,10,3,0,"20,0","6,0","74,0","6,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,3,3,4,"6,0","12,0","82,0","6,0","8,0","1,0"
ENGENHARIA MECÂNICA,2018,35,0,23,"60,3","0,0","39,7","0,0","39,7","0,0"
ENGENHARIA MECÂNICA,2019,23,0,12,"39,7","0,0","60,3","0,0","20,7","0,0"
ENGENHARIA MECÂNICA,2020,14,0,9,"24,1","0,0","75,9","0,0","15,5","1,0"
ENGENHARIA MECÂNICA,2021,14,0,0,"24,1","0,0","75,9","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,1,7,6,"1,7","12,1","86,2","12,1","10,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,32,0,10,"76,2","0,0","23,8","0,0","23,8","0,0"
ENGENHARIA DE PRODUÇÃO,2019,25,0,7,"59,5","0,0","40,5","0,0","16,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,19,0,6,"45,2","0,0","54,8","0,0","14,3","1,0"
ENGENHARIA DE PRODUÇÃO,2021,9,3,7,"21,4","7,1","71,4","7,1","16,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,4,3,2,"9,5","14,3","76,2","7,1","4,8","1,0"
ENGENHARIA CIVIL,2018,102,6,33,"72,3","4,3","23,4","4,3","23,4","0,0"
ENGENHARIA CIVIL,2019,75,7,20,"53,2","9,2","37,6","5,0","14,2","0,0"
ENGENHARIA CIVIL,2020,61,6,8,"43,3","13,5","43,3","4,3","5,7","1,0"
ENGENHARIA CIVIL,2021,36,12,13,"25,5","22,0","52,5","8,5","9,2","1,0"
ENGENHARIA CIVIL,2022,15,13,8,"10,6","31,2","58,2","9,2","5,7","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,18,2,7,"66,7","7,4","25,9","7,4","25,9","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,11,1,6,"40,7","11,1","48,1","3,7","22,2","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,9,0,2,"33,3","11,1","55,6","0,0","7,4","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,8,0,1,"29,6","11,1","59,3","0,0","3,7","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,6,2,0,"22,2","18,5","59,3","7,4","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,65,2,17,"77,4","2,4","20,2","2,4","20,2","0,0"
ENGENHARIA ELÉTRICA,2019,48,3,14,"57,1","6,0","36,9","3,6","16,7","0,0"
ENGENHARIA ELÉTRICA,2020,42,3,3,"50,0","9,5","40,5","3,6","3,6","1,0"
ENGENHARIA ELÉTRICA,2021,30,5,7,"35,7","15,5","48,8","6,0","8,3","1,0"
ENGENHARIA ELÉTRICA,2022,10,18,2,"11,9","36,9","51,2","21,4","2,4","1,0"
ENGENHARIA MECÂNICA,2018,88,1,23,"78,6","0,9","20,5","0,9","20,5","0,0"
ENGENHARIA MECÂNICA,2019,73,4,11,"65,2","4,5","30,4","3,6","9,8","0,0"
ENGENHARIA MECÂNICA,2020,61,1,11,"54,5","5,4","40,2","0,9","9,8","1,0"
ENGENHARIA MECÂNICA,2021,46,7,8,"41,1","11,6","47,3","6,3","7,1","1,0"
ENGENHARIA MECÂNICA,2022,20,13,13,"17,9","23,2","58,9","11,6","11,6","1,0"
ENGENHARIA CIVIL,2018,62,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,28,0,34,"45,2","0,0","54,8","0,0","54,8","0,0"
ENGENHARIA CIVIL,2020,18,0,10,"29,0","0,0","71,0","0,0","16,1","1,0"
ENGENHARIA CIVIL,2021,16,0,2,"25,8","0,0","74,2","0,0","3,2","1,0"
ENGENHARIA CIVIL,2022,14,1,1,"22,6","1,6","75,8","1,6","1,6","1,0"
ENGENHARIA MECÂNICA,2018,82,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2019,34,0,48,"41,5","0,0","58,5","0,0","58,5","0,0"
ENGENHARIA MECÂNICA,2020,29,0,5,"35,4","0,0","64,6","0,0","6,1","1,0"
ENGENHARIA MECÂNICA,2021,23,0,6,"28,0","0,0","72,0","0,0","7,3","1,0"
ENGENHARIA MECÂNICA,2022,18,4,1,"22,0","4,9","73,2","4,9","1,2","1,0"
ENGENHARIA ELÉTRICA,2018,30,0,1,"96,8","0,0","3,2","0,0","3,2","0,0"
ENGENHARIA ELÉTRICA,2019,10,0,20,"32,3","0,0","67,7","0,0","64,5","0,0"
ENGENHARIA ELÉTRICA,2020,7,0,3,"22,6","0,0","77,4","0,0","9,7","1,0"
ENGENHARIA ELÉTRICA,2021,7,0,0,"22,6","0,0","77,4","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,5,0,2,"16,1","0,0","83,9","0,0","6,5","1,0"
ENGENHARIA DE PRODUÇÃO,2018,23,0,1,"95,8","0,0","4,2","0,0","4,2","0,0"
ENGENHARIA DE PRODUÇÃO,2019,16,0,7,"66,7","0,0","33,3","0,0","29,2","0,0"
ENGENHARIA DE PRODUÇÃO,2020,13,0,3,"54,2","0,0","45,8","0,0","12,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,10,0,3,"41,7","0,0","58,3","0,0","12,5","1,0"
ENGENHARIA DE PRODUÇÃO,2022,9,1,0,"37,5","4,2","58,3","4,2","0,0","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,30,0,1,"96,8","0,0","3,2","0,0","3,2","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,24,0,6,"77,4","0,0","22,6","0,0","19,4","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,23,0,1,"74,2","0,0","25,8","0,0","3,2","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,19,0,4,"61,3","0,0","38,7","0,0","12,9","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,7,6,6,"22,6","19,4","58,1","19,4","19,4","1,0"
ENGENHARIA CIVIL,2018,55,0,10,"84,6","0,0","15,4","0,0","15,4","0,0"
ENGENHARIA CIVIL,2019,48,0,7,"73,8","0,0","26,2","0,0","10,8","0,0"
ENGENHARIA CIVIL,2020,44,0,4,"67,7","0,0","32,3","0,0","6,2","1,0"
ENGENHARIA CIVIL,2021,40,0,4,"61,5","0,0","38,5","0,0","6,2","1,0"
ENGENHARIA CIVIL,2022,33,0,7,"50,8","0,0","49,2","0,0","10,8","1,0"
ENGENHARIA CIVIL,2018,80,0,3,"96,4","0,0","3,6","0,0","3,6","0,0"
ENGENHARIA CIVIL,2019,63,0,17,"75,9","0,0","24,1","0,0","20,5","0,0"
ENGENHARIA CIVIL,2020,48,0,15,"57,8","0,0","42,2","0,0","18,1","1,0"
ENGENHARIA CIVIL,2021,33,0,15,"39,8","0,0","60,2","0,0","18,1","1,0"
ENGENHARIA CIVIL,2022,28,0,5,"33,7","0,0","66,3","0,0","6,0","1,0"
ENGENHARIA ELÉTRICA,2018,40,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,30,0,10,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA ELÉTRICA,2020,25,0,5,"62,5","0,0","37,5","0,0","12,5","1,0"
ENGENHARIA ELÉTRICA,2021,24,0,1,"60,0","0,0","40,0","0,0","2,5","1,0"
ENGENHARIA ELÉTRICA,2022,15,0,9,"37,5","0,0","62,5","0,0","22,5","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2018,60,0,29,"67,4","0,0","32,6","0,0","32,6","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2019,47,0,13,"52,8","0,0","47,2","0,0","14,6","0,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2020,36,0,11,"40,4","0,0","59,6","0,0","12,4","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2021,33,0,3,"37,1","0,0","62,9","0,0","3,4","1,0"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,2022,25,0,8,"28,1","0,0","71,9","0,0","9,0","1,0"
ENGENHARIA DE TELECOMUNICAÇÕES,2018,52,0,15,"77,6","0,0","22,4","0,0","22,4","0,0"
ENGENHARIA DE TELECOMUNICAÇÕES,2019,29,0,23,"43,3","0,0","56,7","0,0","34,3","0,0"
ENGENHARIA DE TELECOMUNICAÇÕES,2020,23,0,6,"34,3","0,0","65,7","0,0","9,0","1,0"
ENGENHARIA DE TELECOMUNICAÇÕES,2021,21,0,2,"31,3","0,0","68,7","0,0","3,0","1,0"
